"Id","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15"
"592",1,161,205,2,8,4,101,1,1,17,0,2,1,213,"1"
"442",1,213,55,2,3,4,7,0,0,1,1,2,78,1,"0"
"645",1,30,102,2,11,4,10,1,1,3,0,2,1,31,"0"
"168",0,70,135,1,14,4,57,0,0,1,0,2,55,1,"1"
"266",0,134,85,2,8,4,7,0,1,2,1,2,11,67,"0"
"628",1,75,77,1,8,4,5,0,0,1,0,2,53,152,"0"
"5",1,44,134,2,6,4,46,1,1,15,0,2,18,68,"1"
"306",1,233,114,2,13,8,115,1,1,15,1,2,130,1,"1"
"504",1,324,136,2,10,8,101,1,1,4,0,2,1,1,"1"
"541",0,72,27,2,3,4,3,0,0,1,0,2,47,1,"0"
"83",0,29,151,2,2,4,11,0,0,1,0,2,24,34,"0"
"634",1,100,18,2,9,4,5,0,1,2,0,2,95,110,"0"
"375",1,200,95,2,14,8,95,0,0,1,1,1,164,1,"1"
"532",0,72,12,2,11,4,20,0,0,1,0,1,53,1,"0"
"688",0,32,145,2,6,4,3,1,0,1,0,2,32,1,"1"
"626",1,103,60,1,6,4,76,1,0,1,0,2,67,1,"0"
"682",1,201,200,1,8,4,76,1,0,1,0,2,24,1,"0"
"321",1,52,100,1,9,4,52,1,1,2,1,2,24,94,"1"
"303",1,176,63,2,2,8,95,0,0,1,1,2,101,1,"0"
"52",1,53,90,1,3,8,2,0,0,1,0,2,45,50,"0"
"374",0,83,28,2,11,4,11,0,1,2,1,2,69,12,"0"
"298",1,224,24,2,8,4,10,0,1,3,0,2,80,115,"0"
"150",0,280,132,2,10,5,99,1,1,7,0,2,123,239,"1"
"409",1,310,147,2,10,4,112,1,1,6,0,2,1,1,"1"
"685",1,260,11,1,13,8,43,1,1,9,0,2,32,105,"1"
"236",0,69,167,1,14,8,20,1,1,5,0,2,1,97,"1"
"74",1,130,103,1,8,5,37,1,1,9,1,2,47,8,"1"
"631",1,169,52,1,10,8,2,1,0,1,1,2,127,1,"1"
"661",1,114,69,1,13,4,90,1,1,2,0,2,74,1,"1"
"129",0,273,87,2,5,3,1,1,0,1,0,2,32,148,"1"
"569",0,269,96,2,4,8,26,0,0,1,1,1,86,1,"0"
"444",1,146,54,2,8,8,80,1,0,1,0,2,92,77,"1"
"380",1,37,119,2,9,8,36,1,1,8,0,2,24,199,"1"
"495",1,143,26,1,8,4,2,0,0,1,0,2,86,1,"0"
"428",1,218,52,1,8,5,7,1,0,1,1,2,55,109,"0"
"355",1,65,63,2,4,4,20,0,0,1,0,2,63,1,"0"
"486",1,114,52,1,8,4,26,1,1,6,1,2,53,218,"1"
"318",0,296,181,2,6,4,53,1,1,4,1,2,52,1,"1"
"234",1,318,215,1,8,4,132,1,1,22,0,2,1,16,"1"
"118",1,181,33,2,14,4,20,1,1,8,1,2,111,207,"1"
"323",1,313,143,2,1,1,125,1,1,12,1,2,9,94,"1"
"81",1,97,82,2,13,4,17,1,1,8,0,2,1,223,"1"
"465",0,325,55,2,1,1,99,0,1,2,0,2,1,11,"0"
"548",1,75,7,2,7,4,3,0,0,1,0,1,1,1,"0"
"72",0,152,43,2,9,8,2,0,1,4,0,2,1,29,"0"
"110",1,173,66,2,8,4,31,0,0,1,1,2,98,1,"0"
"22",0,35,20,1,6,4,16,1,0,1,1,2,53,1,"0"
"38",1,236,191,2,9,4,111,1,1,7,1,2,20,1,"1"
"221",0,153,119,2,8,5,76,1,1,8,1,2,1,201,"1"
"214",1,95,175,2,4,4,52,1,1,3,1,2,38,6,"0"
"29",0,155,175,2,8,4,47,1,1,2,0,2,77,20,"1"
"331",0,335,102,2,6,4,76,1,1,5,0,2,1,49,"1"
"678",1,76,26,2,7,4,14,1,0,1,1,1,107,1,"0"
"279",1,177,66,2,13,8,63,1,1,7,0,2,53,183,"1"
"21",0,129,20,2,6,4,2,0,0,1,0,2,92,151,"0"
"206",1,157,1,2,9,4,31,1,1,2,0,2,70,1,"1"
"272",1,79,33,2,8,4,23,1,0,1,0,1,102,1,"1"
"57",1,239,119,2,6,5,73,1,1,2,0,2,1,115,"1"
"644",1,84,175,2,8,4,49,0,0,1,0,1,24,1,"0"
"338",1,236,102,2,1,1,1,0,1,3,0,2,2,2,"0"
"346",0,81,27,1,11,4,37,1,1,3,1,2,24,109,"1"
"673",0,21,155,2,1,1,1,0,0,1,0,2,1,36,"0"
"144",1,339,206,2,14,8,129,1,1,10,1,2,1,150,"1"
"435",1,314,197,2,10,9,1,1,1,20,0,2,50,60,"0"
"68",1,58,169,2,3,4,14,1,0,1,1,2,32,43,"0"
"131",0,92,180,2,6,4,37,1,1,13,1,2,38,121,"1"
"95",0,24,151,1,11,8,5,0,0,1,0,2,111,1,"0"
"385",0,246,119,2,11,4,14,1,1,4,1,2,48,1,"1"
"9",1,126,33,1,2,8,65,0,0,1,0,2,61,117,"0"
"462",0,18,139,2,6,4,34,1,0,1,1,2,1,1,"1"
"290",0,214,98,2,1,1,1,0,0,1,0,2,53,1,"0"
"632",1,284,85,2,3,5,26,0,0,1,0,2,32,3,"0"
"128",1,137,13,2,8,4,8,0,0,1,0,2,77,62,"0"
"419",0,163,167,2,1,1,1,0,0,1,0,2,65,215,"0"
"215",0,113,67,1,1,1,1,0,0,1,1,2,63,41,"0"
"11",1,183,52,2,14,8,81,1,1,5,1,2,89,144,"1"
"604",0,117,187,2,11,8,85,1,1,3,0,2,1,213,"1"
"43",1,115,37,2,14,8,31,1,0,1,0,2,1,216,"1"
"252",1,90,186,1,6,4,2,0,0,1,1,2,38,113,"0"
"264",0,96,67,1,6,4,7,1,0,1,1,2,120,1,"1"
"228",1,45,150,2,10,2,1,1,0,1,0,2,1,1,"1"
"2",0,72,123,2,8,4,5,0,0,1,0,2,53,1,"0"
"329",1,66,61,2,3,4,4,0,0,1,0,2,53,11,"0"
"363",0,120,11,2,7,8,4,0,1,2,1,2,95,52,"0"
"230",0,74,62,2,11,8,53,1,1,8,1,2,45,193,"1"
"649",1,136,46,1,8,4,37,1,0,1,1,2,1,81,"0"
"427",1,74,73,2,7,4,32,1,1,2,0,2,92,139,"1"
"579",0,100,37,2,11,4,32,1,1,3,0,2,69,1,"0"
"138",1,232,144,2,7,4,99,1,1,15,0,2,86,211,"1"
"624",1,83,53,2,8,4,15,0,0,1,1,2,44,2,"0"
"282",1,26,39,1,10,2,1,0,0,1,0,2,32,1,"0"
"154",1,32,14,1,8,4,5,0,1,2,0,2,69,2,"0"
"417",0,91,23,2,6,8,43,1,0,1,0,2,131,1,"0"
"190",0,76,54,2,5,3,1,0,1,2,0,2,69,37,"0"
"564",1,196,66,2,13,5,14,0,0,1,0,2,112,1,"0"
"64",0,243,82,2,3,5,14,0,0,1,0,1,170,1,"0"
"167",1,77,66,2,1,1,3,0,0,1,1,2,32,209,"0"
"245",1,139,185,2,2,8,14,0,0,1,0,2,81,1,"0"
"403",1,36,163,2,8,5,16,0,1,3,1,2,69,8,"0"
"134",0,112,69,1,8,4,3,0,0,1,0,1,24,1,"0"
"117",0,50,158,2,13,8,9,1,1,2,1,2,24,36,"1"
"126",1,64,27,2,9,4,8,0,1,2,0,2,136,91,"0"
"319",0,3,13,2,8,4,26,0,0,1,0,2,38,19,"0"
"424",0,86,17,2,11,8,31,1,1,2,0,2,1,128,"1"
"39",0,282,132,2,8,4,106,1,1,7,1,2,1,164,"1"
"412",0,53,102,1,1,1,1,0,0,1,0,2,1,1,"0"
"222",1,42,123,2,8,4,14,0,0,1,0,2,1,1,"0"
"176",1,201,77,2,14,8,74,1,0,1,1,2,163,1,"0"
"364",0,39,22,1,8,4,26,0,1,2,0,2,171,3,"0"
"390",0,129,13,2,11,4,16,1,1,5,0,2,24,1,"1"
"354",1,189,119,2,6,4,4,1,0,1,1,2,142,1,"0"
"235",0,339,6,2,1,1,1,1,1,2,0,2,84,50,"1"
"65",0,90,17,2,11,8,37,1,0,1,0,2,98,141,"1"
"609",0,124,56,2,9,4,7,0,0,1,1,2,63,36,"0"
"76",1,211,92,2,11,4,73,0,0,1,0,2,144,36,"0"
"538",1,65,28,2,8,8,51,0,0,1,1,2,40,1,"1"
"606",0,304,1,1,1,1,1,0,0,1,0,2,1,1,"0"
"479",0,334,200,2,11,4,117,1,0,1,1,2,4,229,"1"
"67",0,38,6,2,11,4,2,0,0,1,1,2,124,1,"0"
"304",1,29,112,2,2,4,15,0,0,1,0,2,38,1,"0"
